site_name,site_type,latitude,longitude
Delhi Industrial Site 1153,Cement Plant,28.63238,77.2277
Mumbai Industrial Site 1154,Refinery,19.22129,72.81482
Kolkata Industrial Site 1155,Chemical Plant,22.55116,88.41502
Chennai Industrial Site 1156,Textile Industry,13.06059,80.46192
Bengaluru Industrial Site 1157,Paper Mill,13.0087,77.67504
Hyderabad Industrial Site 1158,Thermal Power Plant,17.59442,78.34911
Ahmedabad Industrial Site 1159,Manufacturing Unit,23.26306,72.56023
Pune Industrial Site 1160,Industrial Estate,18.53072,74.18949
Jaipur Industrial Site 1161,Power Plant,27.10624,75.40294
Lucknow Industrial Site 1162,Steel Plant,26.84409,80.78704
Kanpur Industrial Site 1163,Cement Plant,26.38884,80.35754
Patna Industrial Site 1164,Refinery,25.57215,85.30888
Bhopal Industrial Site 1165,Chemical Plant,23.26618,77.30519
Indore Industrial Site 1166,Textile Industry,22.79969,75.8762
Nagpur Industrial Site 1167,Paper Mill,21.04205,79.06181
Surat Industrial Site 1168,Thermal Power Plant,21.30617,72.62319
Vadodara Industrial Site 1169,Manufacturing Unit,22.39332,72.96567
Rajkot Industrial Site 1170,Industrial Estate,22.41009,71.08447
Ranchi Industrial Site 1171,Power Plant,23.26346,85.36043
Jamshedpur Industrial Site 1172,Steel Plant,22.69699,86.05654
Bhubaneswar Industrial Site 1173,Cement Plant,20.30354,85.78114
Visakhapatnam Industrial Site 1174,Refinery,17.47423,83.28542
Vijayawada Industrial Site 1175,Chemical Plant,16.3926,80.57932
Coimbatore Industrial Site 1176,Textile Industry,11.03033,76.98436
Kochi Industrial Site 1177,Paper Mill,9.98379,76.34919
Guwahati Industrial Site 1178,Thermal Power Plant,26.07023,91.94776
Ludhiana Industrial Site 1179,Manufacturing Unit,31.19372,75.63357
Amritsar Industrial Site 1180,Industrial Estate,31.46542,74.8953
Bikaner Industrial Site 1181,Power Plant,28.25646,73.1674
Jodhpur Industrial Site 1182,Steel Plant,26.28129,72.80345
Raipur Industrial Site 1183,Cement Plant,21.08518,81.81645
Durgapur Industrial Site 1184,Refinery,23.59596,87.63713
Asansol Industrial Site 1185,Chemical Plant,24.06818,86.66926
Gaya Industrial Site 1186,Textile Industry,24.71492,85.06769
Begusarai Industrial Site 1187,Paper Mill,25.41558,85.85131
Munger Industrial Site 1188,Thermal Power Plant,25.43496,86.47303
Bokaro Industrial Site 1189,Manufacturing Unit,23.59238,86.32182
Faridabad Industrial Site 1190,Industrial Estate,28.21565,77.58536
Gurugram Industrial Site 1191,Power Plant,28.41878,76.54774
Noida Industrial Site 1192,Steel Plant,28.43404,77.63068
Kota Industrial Site 1193,Cement Plant,25.36663,75.69186
Agra Industrial Site 1194,Refinery,27.36525,78.07051
Nashik Industrial Site 1195,Chemical Plant,19.88391,73.55273
Aurangabad Industrial Site 1196,Textile Industry,19.91412,75.44173
Thane Industrial Site 1197,Paper Mill,19.06675,72.86033
Jalandhar Industrial Site 1198,Thermal Power Plant,31.49394,75.24978
Panipat Industrial Site 1199,Manufacturing Unit,29.56455,77.11525
Vapi Industrial Site 1200,Industrial Estate,20.6921,72.79312
Delhi Industrial Site 0001,Power Plant,28.55071,77.06972
Mumbai Industrial Site 0002,Steel Plant,19.06465,72.78268
Kolkata Industrial Site 0003,Cement Plant,22.11302,88.18802
Chennai Industrial Site 0004,Refinery,12.92504,80.26767
Bengaluru Industrial Site 0005,Chemical Plant,12.87835,77.55741
Hyderabad Industrial Site 0006,Textile Industry,17.60499,78.5461
Ahmedabad Industrial Site 0007,Paper Mill,22.86482,72.62941
Pune Industrial Site 0008,Thermal Power Plant,18.42449,73.69853
Jaipur Industrial Site 0009,Manufacturing Unit,26.8273,75.66376
Lucknow Industrial Site 0010,Industrial Estate,26.72363,80.84816
Kanpur Industrial Site 0011,Power Plant,26.48796,80.3457
Patna Industrial Site 0012,Steel Plant,25.86149,84.70086
Bhopal Industrial Site 0013,Cement Plant,23.57181,77.20322
Indore Industrial Site 0014,Refinery,22.35438,75.71856
Nagpur Industrial Site 0015,Chemical Plant,21.00487,79.24417
Surat Industrial Site 0016,Textile Industry,21.03249,72.50242
Vadodara Industrial Site 0017,Paper Mill,22.33489,73.17428
Rajkot Industrial Site 0018,Thermal Power Plant,22.19208,70.84445
Ranchi Industrial Site 0019,Manufacturing Unit,23.11137,85.31297
Jamshedpur Industrial Site 0020,Industrial Estate,22.83951,86.19311
Bhubaneswar Industrial Site 0021,Power Plant,20.1622,85.84296
Visakhapatnam Industrial Site 0022,Steel Plant,17.74784,83.33989
Vijayawada Industrial Site 0023,Cement Plant,16.31456,80.57306
Coimbatore Industrial Site 0024,Refinery,11.13861,77.03764
Kochi Industrial Site 0025,Chemical Plant,10.0933,76.10909
Guwahati Industrial Site 0026,Textile Industry,26.40876,91.90288
Ludhiana Industrial Site 0027,Paper Mill,30.95699,75.6008
Amritsar Industrial Site 0028,Thermal Power Plant,31.61285,74.69174
Bikaner Industrial Site 0029,Manufacturing Unit,28.06934,73.34709
Jodhpur Industrial Site 0030,Industrial Estate,26.40067,72.81732
Raipur Industrial Site 0031,Power Plant,21.36449,81.68816
Durgapur Industrial Site 0032,Steel Plant,23.50171,87.50927
Asansol Industrial Site 0033,Cement Plant,23.88216,86.97633
Gaya Industrial Site 0034,Refinery,24.7701,85.03015
Begusarai Industrial Site 0035,Chemical Plant,25.67963,86.30559
Munger Industrial Site 0036,Textile Industry,25.48064,86.60325
Bokaro Industrial Site 0037,Paper Mill,23.58867,86.03271
Faridabad Industrial Site 0038,Thermal Power Plant,28.74654,77.23742
Gurugram Industrial Site 0039,Manufacturing Unit,28.37366,77.04712
Noida Industrial Site 0040,Industrial Estate,28.25251,77.4561
Kota Industrial Site 0041,Power Plant,25.28683,75.75602
Agra Industrial Site 0042,Steel Plant,27.36508,78.06709
Nashik Industrial Site 0043,Cement Plant,19.91867,73.83478
Aurangabad Industrial Site 0044,Refinery,19.90844,75.27841
Thane Industrial Site 0045,Chemical Plant,19.57919,72.91753
Jalandhar Industrial Site 0046,Textile Industry,31.22875,75.74668
Panipat Industrial Site 0047,Paper Mill,29.29542,77.16187
Vapi Industrial Site 0048,Thermal Power Plant,20.45599,73.05646
Delhi Industrial Site 0049,Manufacturing Unit,28.44876,77.03419
Mumbai Industrial Site 0050,Industrial Estate,19.24911,72.47864
Kolkata Industrial Site 0051,Power Plant,22.89701,88.35603
Chennai Industrial Site 0052,Steel Plant,12.96149,80.21749
Bengaluru Industrial Site 0053,Cement Plant,13.12249,77.87389
Hyderabad Industrial Site 0054,Refinery,17.42656,78.29285
Ahmedabad Industrial Site 0055,Chemical Plant,23.07579,73.04555
Pune Industrial Site 0056,Textile Industry,18.65306,73.87117
Jaipur Industrial Site 0057,Paper Mill,26.75139,75.62694
Lucknow Industrial Site 0058,Thermal Power Plant,27.24068,80.85658
Kanpur Industrial Site 0059,Manufacturing Unit,26.38052,80.38832
Patna Industrial Site 0060,Industrial Estate,25.71727,85.30228
Bhopal Industrial Site 0061,Power Plant,23.18842,77.60392
Indore Industrial Site 0062,Steel Plant,22.61512,75.82892
Nagpur Industrial Site 0063,Cement Plant,21.09422,78.76569
Surat Industrial Site 0064,Refinery,21.2531,73.00551
Vadodara Industrial Site 0065,Chemical Plant,22.40873,73.64592
Rajkot Industrial Site 0066,Textile Industry,21.98452,70.63924
Ranchi Industrial Site 0067,Paper Mill,23.34306,85.39381
Jamshedpur Industrial Site 0068,Thermal Power Plant,22.73693,86.3813
Bhubaneswar Industrial Site 0069,Manufacturing Unit,20.32311,85.6276
Visakhapatnam Industrial Site 0070,Industrial Estate,17.79492,83.13205
Vijayawada Industrial Site 0071,Power Plant,16.39218,80.58973
Coimbatore Industrial Site 0072,Steel Plant,10.85437,77.11425
Kochi Industrial Site 0073,Cement Plant,10.15243,76.0712
Guwahati Industrial Site 0074,Refinery,26.17628,91.95528
Ludhiana Industrial Site 0075,Chemical Plant,31.0202,76.00132
Amritsar Industrial Site 0076,Textile Industry,31.24774,74.93003
Bikaner Industrial Site 0077,Paper Mill,27.90684,73.13918
Jodhpur Industrial Site 0078,Thermal Power Plant,26.15003,72.9443
Raipur Industrial Site 0079,Manufacturing Unit,21.13216,81.56427
Durgapur Industrial Site 0080,Industrial Estate,23.5375,87.47265
Asansol Industrial Site 0081,Power Plant,23.84028,87.10892
Gaya Industrial Site 0082,Steel Plant,24.80677,84.70658
Begusarai Industrial Site 0083,Cement Plant,25.54148,86.09829
Munger Industrial Site 0084,Refinery,25.29637,86.27816
Bokaro Industrial Site 0085,Chemical Plant,23.63402,86.06147
Faridabad Industrial Site 0086,Textile Industry,28.21801,77.20436
Gurugram Industrial Site 0087,Paper Mill,28.5082,77.03174
Noida Industrial Site 0088,Thermal Power Plant,28.47892,77.36134
Kota Industrial Site 0089,Manufacturing Unit,25.26391,75.81499
Agra Industrial Site 0090,Industrial Estate,27.49143,77.88421
Nashik Industrial Site 0091,Power Plant,19.88663,73.86931
Aurangabad Industrial Site 0092,Steel Plant,19.80439,75.42489
Thane Industrial Site 0093,Cement Plant,18.9147,72.71068
Jalandhar Industrial Site 0094,Refinery,31.52914,75.73765
Panipat Industrial Site 0095,Chemical Plant,29.45529,76.93394
Vapi Industrial Site 0096,Textile Industry,20.61392,73.03159
Delhi Industrial Site 0097,Paper Mill,28.8708,77.67093
Mumbai Industrial Site 0098,Thermal Power Plant,18.80455,72.69144
Kolkata Industrial Site 0099,Manufacturing Unit,22.64743,88.3817
Chennai Industrial Site 0100,Industrial Estate,12.88404,80.27941
Bengaluru Industrial Site 0101,Power Plant,12.93745,77.78541
Hyderabad Industrial Site 0102,Steel Plant,17.31224,78.6069
Ahmedabad Industrial Site 0103,Cement Plant,22.84258,72.72656
Pune Industrial Site 0104,Refinery,18.71563,73.90259
Jaipur Industrial Site 0105,Chemical Plant,26.71894,75.75447
Lucknow Industrial Site 0106,Textile Industry,26.90405,80.89546
Kanpur Industrial Site 0107,Paper Mill,26.50692,80.37709
Patna Industrial Site 0108,Thermal Power Plant,25.60338,84.90271
Bhopal Industrial Site 0109,Manufacturing Unit,23.34387,77.39988
Indore Industrial Site 0110,Industrial Estate,22.69688,75.78866
Nagpur Industrial Site 0111,Power Plant,20.91703,79.17025
Surat Industrial Site 0112,Steel Plant,21.09863,72.78297
Vadodara Industrial Site 0113,Cement Plant,22.28623,73.18411
Rajkot Industrial Site 0114,Refinery,22.41417,70.76629
Ranchi Industrial Site 0115,Chemical Plant,23.27368,85.42075
Jamshedpur Industrial Site 0116,Textile Industry,23.00721,86.28379
Bhubaneswar Industrial Site 0117,Paper Mill,20.42281,85.7288
Visakhapatnam Industrial Site 0118,Thermal Power Plant,17.57519,83.29435
Vijayawada Industrial Site 0119,Manufacturing Unit,16.38507,80.61858
Coimbatore Industrial Site 0120,Industrial Estate,10.71924,77.00051
Kochi Industrial Site 0121,Power Plant,10.06947,76.44374
Guwahati Industrial Site 0122,Steel Plant,26.06974,91.71423
Ludhiana Industrial Site 0123,Cement Plant,30.74939,75.8266
Amritsar Industrial Site 0124,Refinery,31.54125,74.87275
Bikaner Industrial Site 0125,Chemical Plant,27.77114,73.39044
Jodhpur Industrial Site 0126,Textile Industry,26.4499,72.71717
Raipur Industrial Site 0127,Paper Mill,21.11168,81.89181
Durgapur Industrial Site 0128,Thermal Power Plant,23.48961,87.09572
Asansol Industrial Site 0129,Manufacturing Unit,23.68522,86.95733
Gaya Industrial Site 0130,Industrial Estate,24.63357,84.9567
Begusarai Industrial Site 0131,Power Plant,25.72459,86.23015
Munger Industrial Site 0132,Steel Plant,25.15276,86.56209
Bokaro Industrial Site 0133,Cement Plant,23.42807,86.13604
Faridabad Industrial Site 0134,Refinery,28.26151,77.40978
Gurugram Industrial Site 0135,Chemical Plant,28.45016,76.76052
Noida Industrial Site 0136,Textile Industry,28.48343,77.54359
Kota Industrial Site 0137,Paper Mill,25.26288,75.79756
Agra Industrial Site 0138,Thermal Power Plant,27.33242,77.76241
Nashik Industrial Site 0139,Manufacturing Unit,19.96283,73.63156
Aurangabad Industrial Site 0140,Industrial Estate,19.8497,74.91694
Thane Industrial Site 0141,Power Plant,18.99666,73.00502
Jalandhar Industrial Site 0142,Steel Plant,31.66654,75.84887
Panipat Industrial Site 0143,Cement Plant,29.13863,77.01371
Vapi Industrial Site 0144,Refinery,20.05196,72.74447
Delhi Industrial Site 0145,Chemical Plant,28.69797,77.00665
Mumbai Industrial Site 0146,Textile Industry,19.3212,72.77317
Kolkata Industrial Site 0147,Paper Mill,22.60679,88.1246
Chennai Industrial Site 0148,Thermal Power Plant,12.97434,80.36134
Bengaluru Industrial Site 0149,Manufacturing Unit,12.95555,77.66697
Hyderabad Industrial Site 0150,Industrial Estate,17.37859,78.70901
Ahmedabad Industrial Site 0151,Power Plant,23.09663,72.56231
Pune Industrial Site 0152,Steel Plant,18.50648,73.79768
Jaipur Industrial Site 0153,Cement Plant,26.74428,75.59652
Lucknow Industrial Site 0154,Refinery,26.95847,80.83274
Kanpur Industrial Site 0155,Chemical Plant,26.36384,80.19799
Patna Industrial Site 0156,Textile Industry,25.60914,85.44651
Bhopal Industrial Site 0157,Paper Mill,23.26638,77.32013
Indore Industrial Site 0158,Thermal Power Plant,22.39271,75.76245
Nagpur Industrial Site 0159,Manufacturing Unit,21.13515,78.97703
Surat Industrial Site 0160,Industrial Estate,21.00707,72.7666
Vadodara Industrial Site 0161,Power Plant,22.36563,73.1469
Rajkot Industrial Site 0162,Steel Plant,22.2425,70.82445
Ranchi Industrial Site 0163,Cement Plant,23.43389,85.27922
Jamshedpur Industrial Site 0164,Refinery,22.87435,86.42395
Bhubaneswar Industrial Site 0165,Chemical Plant,20.28836,85.73241
Visakhapatnam Industrial Site 0166,Textile Industry,17.71778,83.4621
Vijayawada Industrial Site 0167,Paper Mill,16.4924,80.7234
Coimbatore Industrial Site 0168,Thermal Power Plant,10.8733,77.07814
Kochi Industrial Site 0169,Manufacturing Unit,10.0955,76.18333
Guwahati Industrial Site 0170,Industrial Estate,26.09522,91.78939
Ludhiana Industrial Site 0171,Power Plant,31.01285,75.77298
Amritsar Industrial Site 0172,Steel Plant,31.8334,74.78529
Bikaner Industrial Site 0173,Cement Plant,27.84796,73.23198
Jodhpur Industrial Site 0174,Refinery,26.00884,73.29245
Raipur Industrial Site 0175,Chemical Plant,21.29403,81.64327
Durgapur Industrial Site 0176,Textile Industry,23.63923,87.14514
Asansol Industrial Site 0177,Paper Mill,23.45284,86.91382
Gaya Industrial Site 0178,Thermal Power Plant,24.73392,85.0094
Begusarai Industrial Site 0179,Manufacturing Unit,25.30494,86.14145
Munger Industrial Site 0180,Industrial Estate,25.38393,86.21279
Bokaro Industrial Site 0181,Power Plant,23.79615,86.20975
Faridabad Industrial Site 0182,Steel Plant,28.52649,77.38361
Gurugram Industrial Site 0183,Cement Plant,28.69395,77.24324
Noida Industrial Site 0184,Refinery,28.58966,77.2599
Kota Industrial Site 0185,Chemical Plant,25.05319,76.06399
Agra Industrial Site 0186,Textile Industry,27.44472,77.96904
Nashik Industrial Site 0187,Paper Mill,20.22297,73.61706
Aurangabad Industrial Site 0188,Thermal Power Plant,19.98949,75.04723
Thane Industrial Site 0189,Manufacturing Unit,19.56077,73.05941
Jalandhar Industrial Site 0190,Industrial Estate,31.44082,75.71056
Panipat Industrial Site 0191,Power Plant,29.29756,76.8738
Vapi Industrial Site 0192,Steel Plant,20.32377,72.88091
Delhi Industrial Site 0193,Cement Plant,28.68578,77.27668
Mumbai Industrial Site 0194,Refinery,19.10932,72.9067
Kolkata Industrial Site 0195,Chemical Plant,22.59232,88.44088
Chennai Industrial Site 0196,Textile Industry,13.01902,80.37459
Bengaluru Industrial Site 0197,Paper Mill,12.88919,77.27655
Hyderabad Industrial Site 0198,Thermal Power Plant,17.58853,78.4759
Ahmedabad Industrial Site 0199,Manufacturing Unit,22.97902,72.34584
Pune Industrial Site 0200,Industrial Estate,18.51229,73.95821
Jaipur Industrial Site 0201,Power Plant,26.93996,75.83119
Lucknow Industrial Site 0202,Steel Plant,26.66779,80.96157
Kanpur Industrial Site 0203,Cement Plant,26.57023,80.23422
Patna Industrial Site 0204,Refinery,25.65276,85.38755
Bhopal Industrial Site 0205,Chemical Plant,23.05724,77.24131
Indore Industrial Site 0206,Textile Industry,22.90979,75.65529
Nagpur Industrial Site 0207,Paper Mill,21.23364,79.133
Surat Industrial Site 0208,Thermal Power Plant,21.25617,72.68772
Vadodara Industrial Site 0209,Manufacturing Unit,22.11195,72.88399
Rajkot Industrial Site 0210,Industrial Estate,22.30713,70.74276
Ranchi Industrial Site 0211,Power Plant,23.28496,85.33692
Jamshedpur Industrial Site 0212,Steel Plant,22.80901,86.53029
Bhubaneswar Industrial Site 0213,Cement Plant,20.51385,85.57833
Visakhapatnam Industrial Site 0214,Refinery,17.71497,83.19673
Vijayawada Industrial Site 0215,Chemical Plant,16.25426,80.31199
Coimbatore Industrial Site 0216,Textile Industry,11.04906,76.8157
Kochi Industrial Site 0217,Paper Mill,10.01432,76.17434
Guwahati Industrial Site 0218,Thermal Power Plant,26.17757,91.76217
Ludhiana Industrial Site 0219,Manufacturing Unit,30.82281,75.87511
Amritsar Industrial Site 0220,Industrial Estate,31.79142,74.98215
Bikaner Industrial Site 0221,Power Plant,28.12025,73.11068
Jodhpur Industrial Site 0222,Steel Plant,26.09623,73.0015
Raipur Industrial Site 0223,Cement Plant,21.12305,81.13315
Durgapur Industrial Site 0224,Refinery,23.47069,87.1433
Asansol Industrial Site 0225,Chemical Plant,23.69248,86.88502
Gaya Industrial Site 0226,Textile Industry,24.92801,84.88106
Begusarai Industrial Site 0227,Paper Mill,25.16816,85.97139
Munger Industrial Site 0228,Thermal Power Plant,25.30082,86.59402
Bokaro Industrial Site 0229,Manufacturing Unit,23.54656,85.99994
Faridabad Industrial Site 0230,Industrial Estate,28.46786,77.09326
Gurugram Industrial Site 0231,Power Plant,28.28133,76.8553
Noida Industrial Site 0232,Steel Plant,28.82841,77.55214
Kota Industrial Site 0233,Cement Plant,25.19589,75.92357
Agra Industrial Site 0234,Refinery,27.24841,78.1925
Nashik Industrial Site 0235,Chemical Plant,20.00578,73.65247
Aurangabad Industrial Site 0236,Textile Industry,19.75612,75.69362
Thane Industrial Site 0237,Paper Mill,19.49181,73.27079
Jalandhar Industrial Site 0238,Thermal Power Plant,31.1476,75.50965
Panipat Industrial Site 0239,Manufacturing Unit,29.70706,77.19909
Vapi Industrial Site 0240,Industrial Estate,20.80694,72.67842
Delhi Industrial Site 0241,Power Plant,28.20007,77.10446
Mumbai Industrial Site 0242,Steel Plant,19.09454,72.91793
Kolkata Industrial Site 0243,Cement Plant,22.56049,88.19346
Chennai Industrial Site 0244,Refinery,12.73364,79.88237
Bengaluru Industrial Site 0245,Chemical Plant,12.93566,77.71537
Hyderabad Industrial Site 0246,Textile Industry,17.22902,78.50601
Ahmedabad Industrial Site 0247,Paper Mill,23.1646,72.11044
Pune Industrial Site 0248,Thermal Power Plant,18.42415,73.96665
Jaipur Industrial Site 0249,Manufacturing Unit,27.12195,75.78069
Lucknow Industrial Site 0250,Industrial Estate,26.92423,81.16091
Kanpur Industrial Site 0251,Power Plant,26.14668,80.65161
Patna Industrial Site 0252,Steel Plant,25.6662,85.25774
